Bond_symbol,Issuer_name,Interest_rate,Maturity_date,Face_value,Underlying,Alt_Symbol,Suffix,Issue_type,Bypass_clearing,Currency_code,Flat,Bankrupt,Exchange
SM26,SM Energy Company 6.75% 09/15/2026,6.75,09/15/2026,1000,SM,,26,Corporate Bonds,NSCC,Regular Way,,,U
SM27,SM Energy Company 6.625% 01/15/2027,6.625,01/15/2027,1000,SM,,27,Corporate Bonds,NSCC,Regular Way,,,U
SM28,SM Energy Company 6.50% SNR NTS 07/15/2028,6.5,07/15/2028,1000,SM,,28,Corporate Bonds,NSCC,Regular Way,,,U
SMFG/30,Sumitomo Mitsui Financial Group Inc 2.75% UNSUB NTS 01/15/2030,2.75,01/15/2030,1000,SMFG,/,30,Corporate Bonds,NSCC,Regular Way,,,U
SMFG26A,Sumitomo Mitsui Financial Group Inc 2.632 07/14/2026,2.632,07/14/2026,1000,SMFG,,26A,Corporate Bonds,NSCC,Regular Way,,,U
SMFG26B,Sumitomo Mitsui Financial Group Inc 3.01 10/19/2026,3.01,10/19/2026,1000,SMFG,,26B,Corporate Bonds,NSCC,Regular Way,,,U
SMFG26D,Sumitomo Mitsui Financial Group Inc 1.402% SNR NTS 09/17/2026,1.402,09/17/2026,1000,SMFG,,26D,Corporate Bonds,NSCC,Regular Way,,,U
SMFG26E,Sumitomo Mitsui Financial Group Inc. 5.88% SNR NTS 07/13/2026,5.88,07/13/2026,1000,SMFG,,26E,Corporate Bonds,NSCC,Regular Way,,,U
SMFG27,Sumitomo Mitsui Financial Group Inc 3.446 01/11/2027,3.446,01/11/2027,1000,SMFG,,27,Corporate Bonds,NSCC,Regular Way,,,U
SMFG27A,Sumitomo Mitsui Financial Group Inc 3.364 07/12/2027,3.364,07/12/2027,1000,SMFG,,27A,Corporate Bonds,NSCC,Regular Way,,,U
SMFG27B,Sumitomo Mitsui Financial Group Inc 3.352% 10/18/2027,3.352,10/18/2027,1000,SMFG,,27B,Corporate Bonds,NSCC,Regular Way,,,U
SMFG27C,Sumitomo Mitsui Financial Group Inc 2.174% SNR NTS 01/14/2027,2.174,01/14/2027,1000,SMFG,,27C,Corporate Bonds,NSCC,Regular Way,,,U
SMFG28,Sumitomo Mitsui Financial Group Inc 3.544% 01/17/2028,3.544,01/17/2028,1000,SMFG,,28,Corporate Bonds,NSCC,Regular Way,,,U
SMFG28A,Sumitomo Mitsui Financial Group Inc 4.306% 10/16/2028,4.306,10/16/2028,1000,SMFG,,28A,Corporate Bonds,NSCC,Regular Way,,,U
SMFG28B,Sumitomo Mitsui Financial Group Inc 1.902% SNR NTS 09/17/2028,1.902,09/17/2028,1000,SMFG,,28B,Corporate Bonds,NSCC,Regular Way,,,U
SMFG28C,Sumitomo Mitsui Financial Group Inc 5.52% UNSUB NTS 01/13/2028,5.52,01/13/2028,1000,SMFG,,28C,Corporate Bonds,NSCC,Regular Way,,,U
SMFG28D,Sumitomo Mitsui Financial Group Inc. 5.80% SNR NTS 07/13/2028,5.8,07/13/2028,1000,SMFG,,28D,Corporate Bonds,NSCC,Regular Way,,,U
SMFG28E,Sumitomo Mitsui Financial Group Inc. 5.716% SNR NTS 09/14/2028,5.716,09/14/2028,1000,SMFG,,28E,Corporate Bonds,NSCC,Regular Way,,,U
SMFG29,Sumitomo Mitsui Financial Group Inc 3.04% SNR NTS 07/16/2029,3.04,07/16/2029,1000,SMFG,,29,Corporate Bonds,NSCC,Regular Way,,,U
SMFG29A,Sumitomo Mitsui Financial Group Inc 3.202% Lower Tier NTS 09/17/2029,3.202,09/17/2029,1000,SMFG,,29A,Corporate Bonds,NSCC,Regular Way,,,U
SMFG29B,Sumitomo Mitsui Financial Group Inc 2.724% SNR NTS 09/27/2029,2.724,09/27/2029,1000,SMFG,,29B,Corporate Bonds,NSCC,Regular Way,,,U
SMFG29C,Sumitomo Mitsui Financial Group Inc 2.472% SNR NTS 01/14/2029,2.472,01/14/2029,1000,SMFG,,29C,Corporate Bonds,NSCC,Regular Way,,,U
SMFG29D,Sumitomo Mitsui Financial Group Inc. 5.316U% NSUB NTS 07/09/2029,5.316,07/09/2029,1000,SMFG,,29D,Corporate Bonds,NSCC,Regular Way,,,U
SMFG29E,Sumitomo Mitsui Financial Group Inc. 4.108% SNR NTS 01/15/2029,4.108,01/15/2029,1000,SMFG,,29E,Corporate Bonds,NSCC,Regular Way,,,U
SMFG30,Sumitomo Mitsui Financial Group Inc 2.13% UNSUB NTS 07/08/2030,2.13,07/08/2030,1000,SMFG,,30,Corporate Bonds,NSCC,Regular Way,,,U
SMFG30A,Sumitomo Mitsui Financial Group Inc 2.142% SUB NTS 09/23/2030,2.142,09/23/2030,1000,SMFG,,30A,Corporate Bonds,NSCC,Regular Way,,,U
SMFG30B,Sumitomo Mitsui Financial Group Inc. 5.852% SNR NTS 07/13/2030,5.852,07/13/2030,1000,SMFG,,30B,Corporate Bonds,NSCC,Regular Way,,,U
SMFG30C,Sumitomo Mitsui Financial Group Inc. 5.24% UNSUB NTS 04/15/2030,5.24,04/15/2030,1000,SMFG,,30C,Corporate Bonds,NSCC,Regular Way,,,U
SMFG31,Sumitomo Mitsui Financial Group Inc 1.71% UNSUB NTS 01/12/2031,1.71,01/12/2031,1000,SMFG,,31,Corporate Bonds,NSCC,Regular Way,,,U
SMFG31A,Sumitomo Mitsui Financial Group Inc 2.222% SNR NTS 09/17/2031,2.222,09/17/2031,1000,SMFG,,31A,Corporate Bonds,NSCC,Regular Way,,,U
SMFG31B,Sumitomo Mitsui Financial Group Inc. 5.424% NSUB NTS 07/09/2031,5.424,07/09/2031,1000,SMFG,,31B,Corporate Bonds,NSCC,Regular Way,,,U
SMFG32,Sumitomo Mitsui Financial Group Inc. 5.454% SNR NTS 01/15/2032,5.454,01/15/2032,1000,SMFG,,32,Corporate Bonds,NSCC,Regular Way,,,U
SMFG33,Sumitomo Mitsui Financial Group Inc 5.766% UNSUB NTS 01/13/2033,5.766,01/13/2033,1000,SMFG,,33,Corporate Bonds,NSCC,Regular Way,,,U
SMFG33A,Sumitomo Mitsui Financial Group Inc. 5.776% SNR NTS 07/13/2033,5.776,07/13/2033,1000,SMFG,,33A,Corporate Bonds,NSCC,Regular Way,,,U
SMFG33B,Sumitomo Mitsui Financial Group Inc. 5.808% SNR NTS 09/14/2033,5.808,09/14/2033,1000,SMFG,,33B,Corporate Bonds,NSCC,Regular Way,,,U
SMFG34,Sumitomo Mitsui Financial Group Inc. 5.558% NSUB NTS 07/09/2034,34,07/09/2034,1000,SMFG,,34,Corporate Bonds,NSCC,Regular Way,,,U
SMFG35,Sumitomo Mitsui Financial Group Inc. 5.632% SNR NTS 01/15/2035,5.632,01/15/2035,1000,SMFG,,35,Corporate Bonds,NSCC,Regular Way,,,U
SMFG41,Sumitomo Mitsui Financial Group Inc 2.93% LOWER TIER II NTS 09/17/2041,2.93,09/17/2041,1000,SMFG,,41,Corporate Bonds,NSCC,Regular Way,,,U
SMFG43,Sumitomo Mitsui Financial Group Inc. 6.184% SNR NTS 07/13/2043,6.184,07/13/2043,1000,SMFG,,43,Corporate Bonds,NSCC,Regular Way,,,U
SMFG44,Sumitomo Mitsui Financial Group Inc. 5.836% NSUB NTS 07/09/2044,5.836,07/09/2044,1000,SMFG,,44,Corporate Bonds,NSCC,Regular Way,,,U
SMG26,The Scotts Miracle-Gro Company 5.25 12/15/2026,5.25,12/15/2026,1000,SMG,,26,Corporate Bonds,NSCC,Regular Way,,,U
SNA27,Snap-On Incorporated 3.25 03/01/2027,3.25,03/01/2027,1000,SNA,,27,Corporate Bonds,NSCC,Regular Way,,,U
SNA50,Snap-On Incorporated 3.10% SNR NTS 05/01/2050,3.1,05/01/2050,1000,SNA,,50,Corporate Bonds,NSCC,Regular Way,,,U
SNN/30,Smith & Nephew PLC 2.032% SNR NTS 10/14/2030,2.032,10/14/2030,1000,SNN,/,30,Corporate Bonds,NSCC,Regular Way,,,N
SNN27,Smith & Nephew PLC 5.15% SNR NTS 03/20/2027,5.15,03/20/2027,1000,SNN,,27,Corporate Bonds,NSCC,Regular Way,,,N
SNN29,Smith & Nephew PLC  4.565% Notes due 10/11/2029,4.565,10/11/2029,1000,SNN,,29,Corporate Bonds,No Clearing,Euros,,,N
SNN34,Smith & Nephew PLC 5.40% SNR NTS 03/20/2034,5.4,03/20/2034,1000,SNN,,34,Corporate Bonds,NSCC,Regular Way,,,N
SNX29,TD Synnex Corp 4.30% SNR NTS 01/17/2029,4.3,01/17/2029,1000,SNX,,29,Corporate Bonds,NSCC,Regular Way,,,U
SNX34,TD Synnex Corp 6.10% SNR NTS 04/12/2034,6.1,04/12/2034,1000,SNX,,34,Corporate Bonds,NSCC,Regular Way,,,U
SNX35,TD Synnex Corp 5.30% SNR NTS 10/10/2035,5.3,10/10/2035,1000,SNX,,35,Corporate Bonds,NSCC,Regular Way,,,U
SO/26A,Southern Power Company Series 2016B 1.850% Senior Notes due 06/20/2026,1.85,06/20/2026,1000,SO,/,26A,Corporate Bonds,No Clearing,Euros,,,N
SO/26B,Southern Company Gas Capital Corp. 3.25% 06/15/2026,3.25,06/15/2026,1000,SO,/,26B,Corporate Bonds,NSCC,Regular Way,,,U
SO/27,Georgia Power Company 3.25 03/30/2027,3.25,03/30/2027,1000,SO,/,27,Corporate Bonds,NSCC,Regular Way,,,U
SO/27A,Gulf Power Company 3.3 05/30/2027,3.3,05/30/2027,1000,SO,/,27A,Corporate Bonds,NSCC,Regular Way,,,U
SO/27B,Alabama Power Company 3.75% UNSUB NTS 09/01/2027,3.75,09/01/2027,1000,SO,/,27B,Corporate Bonds,NSCC,Regular Way,,,U
SO/27C,Georgia Power Company 5.004% SNR NTS 02/23/2027,5.004,02/23/2027,1000,SO,/,27C,Corporate Bonds,NSCC,Regular Way,,,U
SO/28,Southern Company Gas Capital Corp. 4.05% SNR NTS 09/15/2028,4.05,09/15/2028,1000,SO,/,28,Corporate Bonds,NSCC,Regular Way,,,U
SO/28A,Georgia Power Company 4.65% SNR NTS 05/16/2028,4.65,05/16/2028,1000,SO,/,28A,Corporate Bonds,NSCC,Regular Way,,,U
SO/28B,Georgia Power Company 4.00% SNR NTS 10/01/2028,4,10/01/2028,1000,SO,/,28B,Corporate Bonds,NSCC,Regular Way,,,U
SO/29,Georgia Power Company 2.65% SNR NTS 09/15/2029,2.65,09/15/2029,1000,SO,/,29,Corporate Bonds,NSCC,Regular Way,,,U
SO/30,Alabama Power Company 1.45% SNR  NTS 09/15/2030,1.45,09/15/2030,1000,SO,/,30,Corporate Bonds,NSCC,Regular Way,,,U
SO/30A,Georgia Power Company 4.55% SNR NTS 03/15/2030,4.55,03/15/2030,1000,SO,/,30A,Corporate Bonds,NSCC,Regular Way,,,U
SO/30B,Southern Power Company 4.25% SNR NTS 10/01/2030,4.25,10/01/2030,1000,SO,/,30B,Corporate Bonds,NSCC,Regular Way,,,U
SO/31,Southern Company Gas Capital Corporation 1.75% SNR  NTS 01/15/2031,1.75,01/15/2031,1000,SO,/,31,Corporate Bonds,NSCC,Regular Way,,,U
SO/31A,Georgia Power Company 4.85% SNR NTS 03/15/2031,4.85,03/15/2031,1000,SO,/,31A,Corporate Bonds,NSCC,Regular Way,,,U
SO/31B,Alabama Power Company 4.30% SNR NTS 03/15/2031,4.3,03/15/2031,1000,SO,/,31B,Corporate Bonds,NSCC,Regular Way,,,U
SO/32,Alabama Power Company 3.05% SNR NTS 03/15/2032,3.05,03/15/2032,1000,SO,/,32,Corporate Bonds,NSCC,Regular Way,,,U
SO/32A,Georgia Power Company 4.70% SNR NTS 05/15/2032,4.7,05/15/2032,1000,SO,/,32A,Corporate Bonds,NSCC,Regular Way,,,U
SO/32B,Alabama Power Company 3.94% UNSUB NTS 09/01/2032,3.94,09/01/2032,1000,SO,/,32B,Corporate Bonds,NSCC,Regular Way,,,U
SO/32C,Southern Company Gas Capital Corporation 5.15% SNR NTS 09/15/2032,5.15,09/15/2032,1000,SO,/,32C,Corporate Bonds,NSCC,Regular Way,,,U
SO/33,Alabama Power 5.7% SR NTS 2/15/33,5.7,02/15/2033,1000,SO,/,33,Corporate Bonds,NSCC,Regular Way,,,U
SO/33A,Alabama Power 5.6% SR NTS 3/15/33,5.6,03/15/2033,1000,SO,/,33A,Corporate Bonds,NSCC,Regular Way,,,U
SO/33B,Georgia Power Company 4.95% SNR NTS 05/17/2033,4.95,05/17/2033,1000,SO,/,33B,Corporate Bonds,NSCC,Regular Way,,,U
SO/33C,Southern Company Gas Capital Corporation 5.75% SNR NTS 09/15/2033,5.75,09/15/2033,1000,SO,/,33C,Corporate Bonds,NSCC,Regular Way,,,U
SO/33D,Alabama Power Company 5.85% SNR NTS  11/15/2033,5.85,11/15/2033,1000,SO,/,33D,Corporate Bonds,NSCC,Regular Way,,,U
SO/34,Georgia Power Company 5.25% SNR NTS 03/15/2034,5.25,03/15/2034,1000,SO,/,34,Corporate Bonds,NSCC,Regular Way,,,U
SO/34A,Southern Company Gas Capital Corporation 4.95% SNR NTS 09/15/2034,4.95,09/15/2034,1000,SO,/,34A,Corporate Bonds,NSCC,Regular Way,,,U
SO/35,Georgia Power Company 5.20% SNR NTS 03/15/2035,5.2,03/15/2035,1000,SO,/,35,Corporate Bonds,NSCC,Regular Way,,,U
SO/35A,Alabama Power Company 5.10% SNR NTS 04/02/2035,5.1,04/02/2035,1000,SO,/,35A,Corporate Bonds,NSCC,Regular Way,,,U
SO/35B,Southern Company Gas Capital Corp. 5.10% SNR NTS 09/15/2035,5.1,09/15/2035,1000,SO,/,35B,Corporate Bonds,NSCC,Regular Way,,,U
SO/35C,Southern Power Company 4.90% SNR NTS 10/01/2035,4.9,10/01/2035,1000,SO,/,35C,Corporate Bonds,NSCC,Regular Way,,,U
SO/37,Georgia Power Company 5.65% SNR NTS 03/01/2037,5.65,03/01/2037,1000,SO,/,37,Corporate Bonds,NSCC,Regular Way,,,U
SO/38,Alabama Power Company 6.125% SNR NTS 05/15/2038,6.125,05/15/2038,1000,SO,/,38,Corporate Bonds,NSCC,Regular Way,,,U
SO/39,Georgia Power Company 5.95% SNR NTS 02/01/2039,5.95,02/01/2039,1000,SO,/,39,Corporate Bonds,NSCC,Regular Way,,,U
SO/39A,Alabama Power Company 6.00% SNR NTS 03/01/2039,6,03/01/2039,1000,SO,/,39A,Corporate Bonds,NSCC,Regular Way,,,U
SO/40,Gulf Power Company 5.10% 10/01/2040,5.1,10/01/2040,1000,SO,/,40,Corporate Bonds,NSCC,Regular Way,,,U
SO/40B,Georgia Power Company 4.75% SNR NTS 09/01/2040,4.75,09/01/2040,1000,SO,/,40B,Corporate Bonds,NSCC,Regular Way,,,U
SO/40C,Georgia Power Company 5.40% 06/01/2040,5.4,06/01/2040,1000,SO,/,40C,Corporate Bonds,NSCC,Regular Way,,,U
SO/41,Alabama Power Company 5.50%  SNR NTS 03/15/2041,5.5,03/15/2041,1000,SO,/,41,Corporate Bonds,NSCC,Regular Way,,,U
SO/41A,Mississippi Power Company 4.75% 10/15/2041,4.75,10/15/2041,1000,SO,/,41A,Corporate Bonds,NSCC,Regular Way,,,U
SO/41B,Southern Power Company 5.15% SNR NTS 09/15/2041,5.15,09/15/2041,1000,SO,/,41B,Corporate Bonds,NSCC,Regular Way,,,U
SO/41C,Southern Company Gas Capital Corporation 5.875% 03/15/2041,5.875,03/15/2041,1000,SO,/,41C,Corporate Bonds,NSCC,Regular Way,,,U
SO/42,Alabama Power Company  4.10% 01/15/2042,4.1,01/15/2042,1000,SO,/,42,Corporate Bonds,NSCC,Regular Way,,,U
SO/42A,Georgia Power Company 4.30% 03/15/2042,4.3,03/15/2042,1000,SO,/,42A,Corporate Bonds,NSCC,Regular Way,,,U
SO/42B,Mississippi Power Company 4.25% 03/15/2042,4.25,03/15/2042,1000,SO,/,42B,Corporate Bonds,NSCC,Regular Way,,,U
SO/42C,Alabama Power Company. 3.85% 12/1/2042,3.85,12/01/2042,1000,SO,/,42C,Corporate Bonds,NSCC,Regular Way,,,U
SO/43,Georgia Power Company 4.30% 03/15/2043,4.3,03/15/2043,1000,SO,/,43,Corporate Bonds,NSCC,Regular Way,,,U
SO/43A,Gulf Power Company 5.00% 06/15/2043,5,06/15/2043,1000,SO,/,43A,Corporate Bonds,NSCC,Regular Way,,,U
SO/43B,Southern Company Gas Capital Corporation 4.40% 06/01/2043,4.4,06/01/2043,1000,SO,/,43B,Corporate Bonds,NSCC,Regular Way,,,U
SO/44,Alabama Power Company. 4.15%  08/15/2044,4.15,08/15/2044,1000,SO,/,44,Corporate Bonds,NSCC,Regular Way,,,U
SO/44A,Gulf Power Company 4.55% 10/01/2044,4.55,10/01/2044,1000,SO,/,44A,Corporate Bonds,NSCC,Regular Way,,,U
SO/45,Alabama Power Company 3.75% 03/01/2045,3.75,03/01/2045,1000,SO,/,45,Corporate Bonds,NSCC,Regular Way,,,U
SO/46,Alabama Power Company 4.30% 01/02/2046,4.3,01/02/2046,1000,SO,/,46,Corporate Bonds,NSCC,Regular Way,,,U
SO/46A,Southern Company Gas Capital Corporation  3.95% 10/01/2046,3.95,10/01/2046,1000,SO,/,46A,Corporate Bonds,NSCC,Regular Way,,,U
SO/46B,Southern Power Company 4.95% 12/15/2046,4.95,12/15/2046,1000,SO,/,46B,Corporate Bonds,NSCC,Regular Way,,,U
SO/47,Southern Company Gas Capital Corporation 4.4 05/30/2047,4.4,05/30/2047,1000,SO,/,47,Corporate Bonds,NSCC,Regular Way,,,U
SO/48,Alabama Power Company 4.30% 07/15/2048,4.3,07/15/2048,1000,SO,/,48,Corporate Bonds,NSCC,Regular Way,,,U
SO/49,Alabama Power Company 3.45% SNR NTS 10/01/2049,3.45,10/01/2049,1000,SO,/,49,Corporate Bonds,NSCC,Regular Way,,,U
SO/50,Georgia Power Company 3.70% SNR NTS 01/30/2050,3.7,01/30/2050,1000,SO,/,50,Corporate Bonds,NSCC,Regular Way,,,U
SO/51,Georgia Power Company 3.25% SNR NTS 03/15/2051,3.25,03/15/2051,1000,SO,/,51,Corporate Bonds,NSCC,Regular Way,,,U
SO/51A,Alabama Power Company 3.125% SNR NTS 07/15/2051,3.125,07/15/2051,1000,SO,/,51A,Corporate Bonds,NSCC,Regular Way,,,U
SO/51B,Mississippi Power Company 3.10% UNSUB NTS 07/30/2051,3.1,07/30/2051,1000,SO,/,51B,Corporate Bonds,NSCC,Regular Way,,,U
SO/51C,Southern Company Gas Capital Corporation 3.15% SNR NTS 09/30/2051,3.15,09/30/2051,1000,SO,/,51C,Corporate Bonds,NSCC,Regular Way,,,U
SO/52,Alabama Power Company 3.00% SNR NTS 03/15/2052,3,03/15/2052,1000,SO,/,52,Corporate Bonds,NSCC,Regular Way,,,U
SO/52A,Georgia Power Company 5.125% SNR NTS 05/15/2052,5.125,05/15/2052,1000,SO,/,52A,Corporate Bonds,NSCC,Regular Way,,,U
SO/55,Georgia Power Company 5.50% SNR NTS 10/01/2055,5.5,10/01/2055,1000,SO,/,55,Corporate Bonds,NSCC,Regular Way,,,U
SO26,Southern Company 3.25% 07/01/2026,3.25,07/01/2026,1000,SO,,26,Corporate Bonds,NSCC,Regular Way,,,U
SO27,Southern Company 2.70% JNR NTS 08/01/2027,2.7,08/01/2027,1000,SO,,27,Corporate Bonds,NSCC,Regular Way,,,U
SO28,Southern Company 1.75% SNR NTS 03/15/2028,1.75,03/15/2028,1000,SO,,28,Corporate Bonds,NSCC,Regular Way,,,U
SO28B,Southern Company 4.85% SNR NTS 06/15/2028,4.85,06/15/2028,1000,SO,,28B,Corporate Bonds,NSCC,Regular Way,,,U
SO29,Southern Company 5.50% SNR NTS 03/15/2029,5.5,03/15/2029,1000,SO,,29,Corporate Bonds,NSCC,Regular Way,,,U
SO30,Southern Company 3.70% SNR NTS 04/30/2030,3.7,04/30/2030,1000,SO,,30,Corporate Bonds,NSCC,Regular Way,,,U
SO32,Southern Company 5.70% SNR NTS 10/15/2032,5.7,10/15/2032,1000,SO,,32,Corporate Bonds,NSCC,Regular Way,,,U
SO33,Southern Company 5.20% SNR NTS 06/15/2033,5.2,06/15/2033,1000,SO,,33,Corporate Bonds,NSCC,Regular Way,,,U
SO34,Southern Company 5.70% SNR NTS 03/15/2034,5.7,03/15/2034,1000,SO,,34,Corporate Bonds,NSCC,Regular Way,,,U
SO35,Southern Company 4.85% SNR NTS 03/15/2035,4.85,03/15/2035,1000,SO,,35,Corporate Bonds,NSCC,Regular Way,,,U
SO36,Southern Company 4.25% 07/01/2036,4.25,07/01/2036,1000,SO,,36,Corporate Bonds,NSCC,Regular Way,,,U
SO41,Southern Company 5.2% 06/01/41,5.2,06/01/2041,1000,SO,,41,Corporate Bonds,NSCC,Regular Way,,,U
SO43,Southern Company 5.25% 07/15/43,5.25,07/15/2043,1000,SO,,43,Corporate Bonds,NSCC,Regular Way,,,U
SO46,Southern Company 4.40% 07/01/2046,4.4,07/01/2046,1000,SO,,46,Corporate Bonds,NSCC,Regular Way,,,U
SO81,Southern Company 1.875% Fixed-to-Fixed JNR SUB NTS 09/15/2081,1.875,09/15/2081,1000,SO,,81,Corporate Bonds,No Clearing,Euros,,,N
SON26,Sonoco Products Company 4.45% SNR NTS 09/01/2026,4.45,09/01/2026,1000,SON,,26,Corporate Bonds,NSCC,Regular Way,,,U
SON27,Sonoco Products Company 2.25% SNR NTS 02/01/2027,2.25,02/01/2027,1000,SON,,27,Corporate Bonds,NSCC,Regular Way,,,U
SON29,Sonoco Products Company 4.60% SNR NTS 09/01/2029,4.6,09/01/2029,1000,SON,,29,Corporate Bonds,NSCC,Regular Way,,,U
SON30,Sonoco Products Company 3.125% SNR NTS 05/01/2030,3.125,05/01/2030,1000,SON,,30,Corporate Bonds,NSCC,Regular Way,,,U
SON32,Sonoco Products Company 2.85% SNR NTS 02/01/2032,2.85,02/01/2032,1000,SON,,32,Corporate Bonds,NSCC,Regular Way,,,U
SON34,Sonoco Products Company 5.00% SNR NTS 09/01/2034,5,09/01/2034,1000,SON,,34,Corporate Bonds,NSCC,Regular Way,,,U
SON40,Sonoco Products Company  5.75% SNR NTS 11/01/2040,5.75,11/01/2040,1000,SON,,40,Corporate Bonds,NSCC,Regular Way,,,U
SPG/31,Simon Property Group LP 4.30% SNR NTS 01/15/2031,4.3,01/15/2031,1000,SPG,/,31,Corporate Bonds,NSCC,Regular Way,,,U
SPG/33,"Simon Property Group, L.P. 5.50% SNR NTS 03/08/2033",5.5,03/08/2033,1000,SPG,/,33,Corporate Bonds,NSCC,Regular Way,,,U
SPG/42,"Simon Property Group, L.P. 4.75% 03/15/2042",4.75,03/15/2042,1000,SPG,/,42,Corporate Bonds,NSCC,Regular Way,,,U
SPG/44,"Simon Property Group, L.P. 4.25% 10/01/2044",4.25,10/01/2044,1000,SPG,/,44,Corporate Bonds,NSCC,Regular Way,,,U
SPG/53,"Simon Property Group, L.P. 5.85% SNR NTS 03/08/2053",5.85,03/08/2053,1000,SPG,/,53,Corporate Bonds,NSCC,Regular Way,,,U
SPG26A,"Simon Property Group, L.P. 3.25 11/30/2026",3.25,11/30/2026,1000,SPG,,26A,Corporate Bonds,NSCC,Regular Way,,,U
SPG27,"Simon Property Group, L.P. 3.375 06/15/2027",3.375,06/15/2027,1000,SPG,,27,Corporate Bonds,NSCC,Regular Way,,,U
SPG27A,"Simon Property Group, L.P. 3.375 12/01/2027",3.375,12/01/2027,1000,SPG,,27A,Corporate Bonds,NSCC,Regular Way,,,U
SPG27B,"Simon Property Group, L.P. 1.375% SNR NTS 01/15/2027",1.375,01/15/2027,1000,SPG,,27B,Corporate Bonds,NSCC,Regular Way,,,U
SPG28,"Simon Property Group, L.P. 1.75% SNR NTS 02/01/2028",1.75,02/01/2028,1000,SPG,,28,Corporate Bonds,NSCC,Regular Way,,,U
SPG29,"Simon Property Group, L.P. 2.45% SNR NTS 09/13/2029",2.45,09/13/2029,1000,SPG,,29,Corporate Bonds,NSCC,Regular Way,,,U
SPG30,"Simon Property Group, L.P. 2.65% UNSUB  NTS 07/15/2030",2.65,07/15/2030,1000,SPG,,30,Corporate Bonds,NSCC,Regular Way,,,U
SPG31,"Simon Property Group, L.P. 2.20% SNR NTS 02/01/2031",2.2,02/01/2031,1000,SPG,,31,Corporate Bonds,NSCC,Regular Way,,,U
SPG32,"Simon Property Group, L.P. 2.25% SNR NTS 01/15/2032",2.25,01/15/2032,1000,SPG,,32,Corporate Bonds,NSCC,Regular Way,,,U
SPG32A,"Simon Property Group, L.P. 2.65% SNR NTS 02/01/2032",2.65,02/01/2032,1000,SPG,,32A,Corporate Bonds,NSCC,Regular Way,,,U
SPG34,"Simon Property Group, L.P. 6.25% UNSUB NTS 01/15/2034",6.25,01/15/2034,1000,SPG,,34,Corporate Bonds,NSCC,Regular Way,,,U
SPG34A,Simon Property Group LP 4.75% SNR NTS 09/26/2034,4.75,09/26/2034,1000,SPG,,34A,Corporate Bonds,NSCC,Regular Way,,,U
SPG40,"Simon Property Group, L.P. 6.75% SNR NTS 02/01/2040",6.75,02/01/2040,1000,SPG,,40,Corporate Bonds,NSCC,Regular Way,,,U
SPG46,"Simon Property Group, L.P. 4.25 11/30/2046",4.25,11/30/2046,1000,SPG,,46,Corporate Bonds,NSCC,Regular Way,,,U
SPG49,"Simon Property Group, L.P. 3.25% SNR NTS 09/13/2049",3.25,09/13/2049,1000,SPG,,49,Corporate Bonds,NSCC,Regular Way,,,U
SPG50,"Simon Property Group, L.P. 3.80% SNR NTS 07/15/2050",3.8,07/15/2050,1000,SPG,,50,Corporate Bonds,NSCC,Regular Way,,,U
SPG54,"Simon Property Group, L.P. 6.65% SNR NTS 01/15/2054",6.65,01/15/2054,1000,SPG,,54,Corporate Bonds,NSCC,Regular Way,,,U
SPGI/29,IHS Markit Limited 4.25% SNR NTS 05/01/2029,4.25,05/01/2029,1000,SPGI,/,29,Corporate Bonds,NSCC,Regular Way,,,U
SPGI27,S&P Global Inc 2.95 01/22/2027,2.95,01/22/2027,1000,SPGI,,27,Corporate Bonds,NSCC,Regular Way,,,U
SPGI29,S&P Global Inc 2.50% SNR NTS 12/01/2029,2.5,12/01/2029,1000,SPGI,,29,Corporate Bonds,NSCC,Regular Way,,,U
SPGI30,S&P Global Inc 1.25% SNR NTS 08/15/2030,1.25,08/15/2030,1000,SPGI,,30,Corporate Bonds,NSCC,Regular Way,,,U
SPGI33,S&P Global Inc 5.25% SNR NTS 09/15/2033,5.25,09/15/2033,1000,SPGI,,33,Corporate Bonds,NSCC,Regular Way,,,U
SPGI37,S&P Global Inc 6.55% BDS 11/15/2037,6.55,11/15/2037,1000,SPGI,,37,Corporate Bonds,NSCC,Regular Way,,,U
SPGI48,S&P Global Inc 4.50 05/15/2048,4.5,05/15/2048,1000,SPGI,,48,Corporate Bonds,NSCC,Regular Way,,,U
SPGI49,S&P Global Inc 3.25% SNR NTS 12/01/2049,3.25,12/01/2049,1000,SPGI,,49,Corporate Bonds,NSCC,Regular Way,,,U
SPGI60,S&P Global Inc 2.30% SNR NTS 08/15/2060,2.3,08/15/2060,1000,SPGI,,60,Corporate Bonds,NSCC,Regular Way,,,U
SPNT29,SiriusPoint Ltd 7.00% SNR NTS  04/05/2029,7,04/05/2029,1000,SPNT,,29,Corporate Bonds,NSCC,Regular Way,,,U
SR/29,Spire Missouri Inc 7.00% 1ST MTG 06/01/2029,7,06/01/2029,1000,SR,/,29,Corporate Bonds,NSCC,Regular Way,,,U
SR/30,Spire Missouri Inc 7.90% 1ST MTG 09/15/2030,7.9,09/15/2030,1000,SR,/,30,Corporate Bonds,NSCC,Regular Way,,,U
SR/33,Spire Missouri Inc 4.80% 1ST MTG BDS 02/15/2033,4.8,02/15/2033,1000,SR,/,33,Corporate Bonds,NSCC,Regular Way,,,U
