date	old_codes	new_codes	tables	line_numbers	description
2012q1	443065763	Deleted			Savings institutions FDIC reporters; private residential mortgage-backed securities; asset
2012q1	443065775	443065773			Savings institutions; private residential mortgage-backed securities; asset
2012q1	443065853	Deleted			Savings institutions OTS reporters; construction loans on one-to-four family homes; asset
2012q1	443065863	Deleted			Savings institutions FDIC reporters; construction loans on one-to-four family homes; asset
2012q1	443065963	443065903			Savings institutions; private commercial mortgage-backed securities; asset
2012q1	443066005	443066003			Savings institutions; consumer credit; asset
2012q1	443066053	Deleted			Savings institutions OTS reporters; consumer credit; asset
2012q1	443066063	Deleted			Savings institutions FDIC reporters; consumer credit; asset
2012q1	443066153	Deleted			Savings institutions OTS reporters; consumer credit, credit cards; asset
2012q1	443066163	Deleted			Savings institutions FDIC reporters; consumer credit, credit cards; asset
2012q1	443066265	Deleted			Savings institutions FDIC reporters; consumer credit, other consumer loans; asset
2012q1	443066453	Deleted			Savings institutions OTS reporters; consumer credit, auto loans; asset
2012q1	443066463	Deleted			Savings institutions FDIC reporters; consumer credit, auto loans; asset
2012q1	443066563	443066503			Savings institutions; revolving consumer credit, other than credit cards; asset
2012q1	443069105	443069103			Savings institutions; commercial paper; asset
2012q1	443069153	Deleted			Savings institutions OTS reporters; commercial paper; asset
2012q1	443069163	Deleted			Savings institutions FDIC reporters; commercial paper; asset
2012q1	443069505	443068113			Savings institutions; commercial and industrial loans and leases to U.S. addressees; asset
2012q1	443069553	Deleted			Savings institutions OTS reporters; nonfinancial business loans; asset
2012q1	443069563	Deleted			Savings institutions FDIC reporters; nonfinancial business loans; asset
2012q1	443090005	Deleted	F.114, F.228, L.114, L.228	28, 33, 26, 33	Savings institutions; total miscellaneous assets
2012q1	443093005	Deleted	F.231, L.231	30, 30	Savings institutions; unidentified miscellaneous assets
2012q1	443127005	443127003			Savings institutions; checkable deposits; liability
2012q1	443127053	Deleted			Savings institutions OTS reporters; checkable deposits; liability
2012q1	443127063	Deleted			Savings institutions FDIC reporters; checkable deposits; liability
2012q1	443131553	Deleted			Savings institutions OTS reporters; IRAs and Keoghs; liability
2012q1	443131563	Deleted			Savings institutions FDIC reporters; IRAs and Keoghs; liability
2012q1	443131575	443131573			Savings institutions; IRAs and Keoghs; liability
2012q1	443135005	443135003			Savings institutions; large time deposits; liability
2012q1	443135053	Deleted			Savings institutions OTS reporters; large time deposits; liability
2012q1	443135063	Deleted			Savings institutions FDIC reporters; large time deposits; liability
2012q1	443139005	443139000			Savings institutions; total deposits; liability
2012q1	443139050	Deleted			Savings institutions OTS reporters; total deposits; liability
2012q1	443139063	Deleted			Savings institutions FDIC reporters; total deposits; liability
2012q1	443163053	443163003			Savings institutions; corporate and foreign bonds; liability
2012q1	443164105	443164103			Savings institutions; corporate equities; liability
2012q1	443178005	443178003			Savings institutions; taxes payable; liability
2012q1	443178053	Deleted			Savings institutions OTS reporters; taxes payable; liability
2012q1	443178063	Deleted			Savings institutions FDIC reporters; taxes payable (net); liability
2012q1	443193005	Deleted	F.114, F.231, L.114, L.231	43, 11, 40, 11	Savings institutions; unidentified miscellaneous liabilities
2012q1	443194733	Deleted	F.114, F.229, L.114, L.229	42, 36, 39, 30	Savings institutions; equity investment by bank holding companies; liability
2012q1	444090005	Deleted	F.114, L.114	3, 1	Savings institutions; total financial assets
2012q1	444090050	Deleted			Savings institutions OTS reporters; total assets (Call Report)
2012q1	444090063	Deleted			Savings institutions FDIC reporters; total assets (Call Report)
2012q1	445000005	Deleted			Savings institutions; net lending (+) or borrowing (-) (financial account)
2012q1	445013453	Deleted			Savings institutions OTS reporters; office premises and equipment, book value
2012q1	445013463	Deleted			Savings institutions FDIC reporters; premises and fixed assets, book value
2012q1	445013553	Deleted			Savings institutions OTS reporters; repossessed assets and real estate held for investment, book value
2012q1	445013563	Deleted			Savings institutions FDIC reporters; other real estate owned, book value
2012q1	445080005	445080003			Savings institutions; equity capital
2012q1	445080053	Deleted			Savings institutions OTS reporters; equity capital
2012q1	445080063	Deleted			Savings institutions FDIC reporters; equity capital
2012q1	445090005	Deleted			Savings institutions; gross investment
2012q1	446000105	Deleted	F.114	1	Savings institutions; gross saving
2012q1	447005005	Deleted	F.114, F.11	44, 13	Savings institutions; sector discrepancy
2012q1	473065105	473065100	F.113, F.217, F.218, L.113, L.217, L.218	11, 22, 14, 9, 22, 14	Credit unions; home mortgages; asset
2012q1	473069503	473068005	F.113, F.215, L.113, L.215	10, 21, 8, 21	Credit unions; depository institution loans n.e.c.; asset
2012q1	492050005	Deleted			Thrift institutions; federal funds and security repurchase agreements; asset
2012q1	493013005	Deleted			Thrift institutions; depository institution reserves; asset
2012q1	493020005	Deleted			Thrift institutions; checkable deposits and currency; asset
2012q1	493030005	Deleted			Thrift institutions; total time and savings deposits; asset
2012q1	493061005	Deleted			Thrift institutions; total U.S. government securities; asset
2012q1	493061105	Deleted			Thrift institutions; Treasury securities; asset
2012q1	493061705	Deleted			Thrift institutions; agency- and GSE-backed securities; asset
2012q1	493063005	Deleted			Thrift institutions; corporate and foreign bonds; asset
2012q1	493065005	Deleted			Thrift institutions; total mortgages; asset
2012q1	493065105	Deleted			Thrift institutions; home mortgages; asset
2012q1	493066005	Deleted			Thrift institutions; consumer credit; asset
2012q1	493069105	Deleted			Thrift institutions; commercial paper; asset
2012q1	493069505	Deleted			Thrift institutions; nonfinancial business loans; asset
2012q1	493081005	Deleted			Thrift institutions; shares and other equity; asset (IMA)
2012q1	493090005	Deleted			Thrift institutions; total miscellaneous assets
2012q1	493092405	Deleted			Thrift institutions; equity in FHLB; asset
2012q1	493093005	Deleted			Thrift institutions; unidentified miscellaneous assets
2012q1	493127005	Deleted			Thrift institutions; checkable deposits; liability
2012q1	493130005	Deleted			Thrift institutions; total time and savings deposits; liability
2012q1	493131005	Deleted			Thrift institutions; small time and savings deposits; liability
2012q1	493131575	Deleted			Thrift institutions; IRAs; liability
2012q1	493135005	Deleted			Thrift institutions; large time deposits; liability
2012q1	493139005	Deleted			Thrift institutions; total shares/deposits; liability
2012q1	493169305	Deleted			Thrift institutions; FHLB and Sallie Mae loans; liability
2012q1	493190005	Deleted			Thrift institutions; total miscellaneous liabilities
2012q1	493193005	Deleted			Thrift institutions; unidentified miscellaneous liabilities
2012q1	493196005	Deleted			Thrift institutions; other accounts payable; liability (IMA)
2012q1	494000005	Deleted			Thrift institutions; total currency and deposits; asset
2012q1	494002005	Deleted			Thrift institutions; credit and equity market instruments; asset
2012q1	494004005	Deleted			Thrift institutions; credit market instruments; asset
2012q1	494022005	Deleted			Thrift institutions; securities other than shares; asset
2012q1	494035005	Deleted			Thrift institutions; total loans including security repurchase agreements; asset
2012q1	494041005	Deleted			Thrift institutions; short-term loans including security repurchase agreements; asset
2012q1	494090005	Deleted			Thrift institutions; total financial assets
2012q1	494102005	Deleted			Thrift institutions; credit and equity market instruments; liability
2012q1	494104005	Deleted			Thrift institutions; credit market instruments; liability
2012q1	494141005	Deleted			Thrift institutions; short-term loans including security repurchase agreements; liability
2012q1	494190005	Deleted			Thrift institutions; total liabilities
2012q1	495000005	Deleted			Thrift institutions; net lending (+) or borrowing (-) (financial account)
2012q1	495000905	Deleted			Thrift institutions; net lending (+) or borrowing (-) (capital account)
2012q1	495013005	Deleted			Thrift institutions; gross fixed investment, nonresidential equipment, software, and structures
2012q1	495013865	Deleted			Thrift institutions; nonresidential equipment, software, and structures, current cost basis
2012q1	495090005	Deleted			Thrift institutions; gross investment
2012q1	496000105	Deleted			Thrift institutions; gross saving
2012q1	496006405	Deleted			Thrift institutions; undistributed corporate profits; net saving
2012q1	496330005	Deleted			Thrift institutions; consumption of fixed capital, nonresidential equipment, software, and structures, current cost basis
2012q1	497005005	Deleted			Thrift institutions; sector discrepancy
2012q1	683168005	793168005	F.3, F.107, F.215, Flows_matrix, L.3, L.107, L.215, Levels_matrix	6, 43, 10, 29:12, 6, 37, 10, 19:12	Financial business; depository institution loans n.e.c.; liability
